,Surface Displacement,Displacement Into Surface,Load On Sample,Modulus,Stiffness^2/Load,Hardness,Row Number,Contact Depth,Contact Area,Time,Unnamed: 10
277,17319.485769054445,932.1204944237136,30.157120742651276,204.3974787364072,27317.073440266173,1.564172240784905,10.0,907.2010063839249,19279923.24395066,1019.5459999897797,277.0
278,17222.709446991474,949.415650938228,32.926472998457584,154.4496593990763,15730.414161073193,1.679546973547608,10.0,915.1022479232023,19604377.559568305,1022.6139999897072,278.0
279,16953.394121670382,1032.7923865893902,61.545256867905714,394.3605722016603,46049.11946202308,2.6186868611646434,10.0,1005.3736213821969,23502335.380616635,1025.415999989641,279.0
282,16759.898572228038,978.2425859288817,61.824233668590644,424.7225587743353,45821.74719239925,2.9301598319811335,10.0,950.693651086498,21099270.07865307,1032.8679999894648,282.0
283,18021.467275563464,1090.1751740396362,71.03937666703412,278.1763026282578,25480.86350109874,2.7764786283236274,10.0,1050.5743918861526,25586142.08023853,1037.4639999893561,283.0
284,17470.914069037004,960.9394784707993,59.83152928135485,389.40471100435775,40176.68238597137,2.9463265142573127,10.0,931.9967627294809,20307161.813814353,1039.9539999892972,284.0
285,18312.617494470815,851.77556311252,28.681051489089306,220.23445282643826,27263.713406755618,1.775280639384618,10.0,827.4498100355407,16155784.529386455,1044.0039999892015,285.0
287,15542.570017263444,969.3863845177592,60.70987116511823,377.3730906442732,38398.60284928172,2.9433712755329577,11.0,939.5646288491994,20625964.406792503,1058.955999988848,287.0
288,16003.657742065216,963.5433887002797,53.76194844747073,350.836513145649,38565.08648353763,2.628156978451339,11.0,935.5405790280388,20456140.51530147,1062.6219999887612,288.0
289,17512.482407857842,959.7501346289681,26.986727294351716,171.48560182813085,23970.606512456627,1.3218471399900429,11.0,934.5851388319956,20415921.386004593,1067.32999998865,289.0
302,17505.246142470023,940.5042010680698,30.913842727951337,177.79882907775303,21239.092789501534,1.587590391245554,11.0,911.8907804642387,19472178.024268392,1099.299999987894,302.0
303,17987.610627177197,982.8589735929054,26.44996725578354,138.77655199413172,17565.837732842905,1.2458511257056633,11.0,953.7558636817422,21230439.745199893,1103.0119999878061,303.0
304,17977.889262512344,997.4515676124142,26.8185425053675,140.1159932015673,18154.99889323274,1.2260946552146121,11.0,968.6258096394483,21873142.005233895,1106.1099999877329,304.0
305,17576.72432560705,985.2469008309918,27.851640737491387,163.62021056757786,22498.42095222968,1.2984499063250141,11.0,958.858647999446,21449915.473689336,1108.8699999876676,305.0
313,15106.975087958359,1023.6258056642424,65.83659683908523,340.02911527358134,33522.28281604568,2.883656905727859,12.0,990.3883204345684,22830939.668416455,1138.4659999869677,313.0
314,16429.92698255035,844.4274127571019,49.63169865427786,336.8260403411327,30053.318374572376,3.1705330776175917,12.0,813.9488406431794,15654054.835337726,1142.939999986862,314.0
315,17001.782528020747,946.8358272545994,30.939806540823582,171.72489438448994,20226.94626468603,1.5702702167045175,12.0,917.5029341246335,19703491.928768855,1146.7279999867724,315.0
324,16770.321852577352,972.2932825722839,28.041079940630915,163.66407394098687,21754.525285891366,1.3434753033058062,12.0,945.3665395436096,20872047.198509697,1168.899999986248,324.0
325,16958.466865717182,927.9330359718211,33.761751885209335,181.81308411257152,19566.549778690034,1.7904979882286902,12.0,896.778834487826,18856068.036473628,1172.3019999861676,325.0
326,17117.71718629292,918.4850625897013,27.07471771071283,199.68352960610727,28526.003278672873,1.4401826785479284,12.0,895.3791690439396,18799502.39230141,1175.6859999860876,326.0
328,17249.49837733667,1029.4574052688229,74.15233871785227,411.9591042214928,40089.3563859475,3.205202322442161,12.0,997.2015064664902,23134994.692426436,1181.465999985951,328.0
329,18024.924569824354,1001.8202957640261,27.397379243046718,141.79591173502774,18301.090088261833,1.2422105475226382,12.0,972.8016397334933,22055342.629062183,1185.397999985858,329.0
330,18115.450063125,1000.6540204015816,26.874756503611376,149.49633885066189,20506.86031004192,1.216821829294977,12.0,973.5031381756557,22086024.31070992,1188.609999985782,330.0
331,17994.269395341937,997.4134560277498,26.931229020323947,153.59751400782832,21342.0836263843,1.2260049332567426,12.0,970.7712034469183,21966656.323954746,1191.5799999857118,331.0
332,17657.448733343073,990.5127158904683,28.995449480546124,170.53147221151337,23462.80178341665,1.3375169393081545,12.0,964.1472014104206,21678566.176174443,1194.3499999856463,332.0
333,17538.496409913205,964.0604319191373,28.523512353588934,188.04107412084778,26834.89466371196,1.3827690740190246,12.0,939.6085202949506,20627820.57360107,1197.3779999855747,333.0
334,16963.174138228347,845.7440029076167,40.54278808217346,289.07410147618134,29295.91483522886,2.566327798938887,12.0,817.8433390497694,15797977.210447121,1199.897999985515,334.0
335,16460.392946065047,937.1096153319439,64.95363221134856,405.54451514482435,37168.86704512736,3.379319751778735,12.0,905.7570325940876,19220919.292162172,1202.5819999854516,335.0
336,16635.88624711591,922.6903718580434,31.385617149456316,179.71197171909375,20480.832747225115,1.6768630085301126,12.0,893.3305920400907,18716864.16230745,1205.8979999853732,336.0
337,17243.5704594068,897.2379992083243,45.637784374547245,293.2724882067438,29838.58571096057,2.57748345479391,12.0,867.9064891473291,17706334.56042741,1209.753999985282,337.0
338,17066.485513305,912.4696338736806,30.0135886260136,206.94945416068614,26860.673079314678,1.6242335293018166,12.0,887.399204001363,18478616.581025183,1212.7279999852117,338.0
339,14807.920057009618,938.8543351786916,58.61551260521736,365.3267069738846,35513.90106278164,3.032617683386211,13.0,908.3846226497174,19328355.47531579,1225.2159999849164,339.0
340,15588.678938067938,1000.4304456342052,69.89511381523725,273.461055990227,21059.123002750664,3.26927127967302,13.0,957.2224091504498,21379416.951360457,1229.1579999848232,340.0
341,17125.896414742656,908.1981701719294,27.82518435428374,184.50753279252118,23602.845924124536,1.5220938625805625,13.0,882.4469327552625,18280859.701456808,1233.94799998471,341.0
350,17311.10190543419,977.548791041419,28.239806328648843,175.33977068421856,24671.321607650527,1.3344175135449752,13.0,952.1743833713773,21162646.6544401,1256.485999984177,350.0
351,17475.387400082058,971.2861691896162,27.419027273213487,158.22300247137173,20924.726078505548,1.3169704619389728,13.0,944.1369468347983,20819773.917210344,1259.8879999840965,351.0
354,17475.387400082058,911.2624804359607,185.1522072912341,729.8005798791415,24960.53296112845,10.96644409909651,13.0,846.6674981899649,16883522.64582174,1267.2539999839223,354.0
355,17158.320941083763,861.5883189220963,36.18153122394434,179.08325964769767,15154.758872757278,2.252617667247452,13.0,824.9420116042254,16061993.897151556,1269.9939999838575,355.0
356,17877.05010402926,936.8107080900904,33.61836062043711,202.82083256088512,24274.83245059856,1.737431324850381,13.0,908.899964394163,19349461.552578002,1273.859999983766,356.0
357,18042.613051516113,932.0569562066344,28.92849746868731,198.5106740153581,27130.478509556673,1.4992839578135926,13.0,907.5665789495928,19294875.60906993,1277.0919999836897,357.0
358,17838.7931581327,875.1348797909646,28.339116218435628,231.4393080630399,31731.574932214844,1.6557019480894724,13.0,852.7214354736641,17116073.488429703,1280.0899999836188,358.0
365,14869.338126827897,952.8288369463247,60.66578488040083,396.9205761896017,40048.36199382424,3.0396834333563736,14.0,923.6383866277906,19957928.583837617,1306.4179999829962,365.0
366,15475.058545816044,925.2551799860677,68.29905268354916,361.70035839358565,28790.06286660111,3.685514802930622,14.0,888.7253797906785,18531753.726572905,1310.1679999829075,366.0
367,16751.73391173215,908.1125911560171,53.97978372616258,281.46571819425145,23882.00386833104,3.018140938021573,14.0,872.45586617786,17885110.349269163,1314.6779999828009,367.0
376,17120.684806350866,880.6040411801256,31.409379618158535,222.96889177195055,27062.012442531955,1.8254843359118778,14.0,855.0528649150938,17206052.662439704,1337.4859999822615,376.0
383,16917.833732492745,968.9687691060245,56.357763792237606,211.77093226886197,16088.740340963976,2.8182963073384615,14.0,924.5795895189797,19997103.7983088,1354.6879999818548,383.0
391,14549.597811033675,975.0771278118874,64.85118587044836,412.65040668332443,41459.77028229321,3.1067782178746803,15.0,945.4146942376493,20874095.710253984,1384.8419999811417,391.0
392,15075.375486664021,986.8445080173326,63.16433461624137,384.8655359882061,39347.50452576317,2.9569909841719695,15.0,956.7949125954746,21361016.977848157,1388.4939999810554,392.0
393,16165.110750262023,931.0124236908842,67.38329863704256,345.2975324462305,27517.954015228042,3.5957356414278174,15.0,893.8991446638,18739781.050835423,1392.869999980952,393.0
394,16589.354148335548,924.9856046674121,31.547408714669217,283.73220484926753,44405.16816980813,1.6439661548342344,15.0,904.9949806985504,19189816.421646606,1396.3599999808694,394.0
406,16159.372772411341,918.1608097543789,29.814805655677734,185.3238620105307,22606.06814342975,1.6012253425368161,15.0,890.9234668381627,18619993.615915567,1425.3219999801845,406.0
407,15947.542345010945,923.7919784399386,52.0528375423743,321.00858305731833,31838.225634843304,2.780253192990095,15.0,893.4664037481083,18722337.11433768,1428.3779999801122,407.0
408,16037.837162274502,1002.6884455521556,71.63341899268623,441.5365246597843,43648.775129869195,3.251092422591478,15.0,972.3052763001139,22033645.827757344,1431.6319999800353,408.0
409,16383.285082912855,976.1597493253366,56.849003681014196,356.04359964778723,38190.936357898565,2.7134119406655297,15.0,947.2234799287669,20951114.28862903,1435.107999979953,409.0
410,17478.74239780413,963.5299661972377,28.380310956579724,150.76624678300348,18193.60279746967,1.392048034806482,15.0,933.9082317871531,20387450.89750086,1439.4859999798496,410.0
411,17391.541627981875,954.5652217839132,32.60802773478001,181.21006971969075,21394.37877109014,1.6282446399625266,15.0,925.2850453683228,20026491.67973338,1442.599999979776,411.0
412,17053.847531994295,867.1517858957898,32.519907922391795,249.59147278390813,30582.005923573717,1.9436014693366828,15.0,842.6948000070938,16731777.802931111,1445.349999979711,412.0
413,17054.31533450583,909.238325800825,29.84124236858443,204.99026303007008,26393.58014632047,1.6267974090480115,15.0,884.0197497132829,18343551.694028873,1448.5259999796358,413.0
417,14453.263167197445,988.0503483534326,67.36338991849513,391.3992596892054,37787.540794010136,3.1561791515085726,16.0,956.3839321278435,21343335.306646697,1467.8199999791796,417.0
419,16285.535066187598,889.842642111184,55.97165477948059,291.39251373847736,23300.92147929176,3.267453665182979,16.0,853.0840568148934,17130053.097890265,1476.0739999789844,419.0
420,16291.360746395118,945.7020246608843,80.84813146269514,352.2877895693185,24065.370337625296,4.2379419784268215,16.0,902.2309894761347,19077215.27907917,1479.1199999789123,420.0
423,15705.771182021686,991.0582920587111,32.08451112516729,191.5796863876522,25905.77718804594,1.4784826095063965,16.0,964.6639607614574,21700972.956238534,1486.5239999787373,423.0
424,14925.081647683219,969.7158574985995,62.129146208828786,344.9603757772337,32627.450183041132,3.0281574712687873,16.0,936.9880140922902,20517145.09509867,1489.033999978678,424.0
425,14829.061833504333,963.966940409057,72.1829270542364,409.04351370189664,35648.16230048796,3.5676564496866514,16.0,930.2180161254682,20232589.116190337,1491.7659999786133,425.0
426,15370.370308754384,980.2114725493884,89.31182179987152,280.7470014703533,16063.65403566104,4.4689503874610566,16.0,924.2880726869522,19984966.056115076,1495.4779999785255,426.0
427,14942.741793800295,948.2959607198524,51.99264072694928,203.4120873910222,15645.148369222823,2.709011014240726,16.0,905.0602742988834,19192480.37517545,1498.2659999784596,427.0
428,15075.13426827503,881.5693235476958,31.56333006069009,193.10299013336663,21041.344696865697,1.8449065953384947,16.0,852.5213442556942,17108362.09293241,1501.4479999783844,428.0
429,15612.340081778884,962.0050283300844,81.1868260793372,336.6750259733235,23111.689241026033,4.119992559633451,16.0,917.5533461663973,19705575.897098288,1505.0919999782982,429.0
430,15580.119405402804,898.3370416922309,48.94714122106249,290.4986236022065,27328.97520023534,2.7724198447845847,16.0,866.5965788063102,17655024.83800957,1508.273999978223,430.0
431,15429.5489332138,973.034718665797,59.45024984035229,232.7319271930691,18035.64294904945,2.9398206790435624,16.0,929.9748906455637,20222406.85091506,1511.1399999781552,431.0
432,16165.768607591763,899.8653675851822,61.0284168972975,376.82329797468134,32688.050465926775,3.450118089019933,16.0,867.458817052249,17688790.7377784,1515.081999978062,432.0
433,15967.92136946041,985.9438817580359,62.53183997513984,355.1223192903921,35083.49600395197,2.9422673000178454,16.0,954.2802711847398,21252943.257317435,1518.1099999779904,433.0
434,16477.789530763584,895.094996136963,29.419205558890095,201.59505077535198,25213.77074043071,1.6557483973179126,16.0,869.4762521356917,17767920.29908965,1521.8619999779016,434.0
435,17000.26216813276,1027.4031827169333,34.648679751130096,162.47847172764799,19208.306754679936,1.5024739823056141,16.0,995.5494693703396,23061084.690438457,1525.4659999778164,435.0
436,16558.771297718555,1017.7536900111866,58.87011431282372,285.0969296562451,28142.411010598527,2.6137310282796804,16.0,983.4510099889179,22523401.863416363,1528.0339999777557,436.0
437,17713.1020189446,969.1732438203887,26.34869582484821,158.1238848699173,21702.301782376133,1.2683979818325752,16.0,943.040324588527,20773208.568796165,1532.3499999776536,437.0
438,17470.102729885602,960.8768813514453,28.6618209424401,169.16785191649066,22010.538295972845,1.4061335829862616,16.0,933.8125176710093,20383426.78763839,1535.2439999775852,438.0
439,17013.865004900195,952.1600464371757,40.81579489502992,246.71132898684786,28530.50172004818,2.0444346135253593,16.0,923.7925709436258,19964343.503580406,1537.8219999775242,439.0
443,14459.242512245308,966.1894911446634,64.63324448376345,369.23417317020215,34502.41493110535,3.171423226085358,17.0,933.7282967695913,20379886.21390763,1557.02999997707,443.0
444,14852.606290232105,990.9410162004255,65.83366879583902,375.1207783805061,36516.896303404006,3.0677154578535024,17.0,959.0962280991301,21460161.380776558,1560.5619999769865,444.0
445,16587.460994234745,937.7021264120182,27.875778742001838,177.32304606841112,23443.25059565428,1.4317233598088872,17.0,911.8399033736629,19470087.25604842,1565.5439999768687,445.0
446,16539.196511137277,944.2815838385488,65.94762692026623,288.68074664444157,21736.383908146017,3.451434890993728,17.0,902.9704417566372,19107307.25135561,1568.657999976795,446.0
447,16282.231167022932,943.7868194341684,29.855115859675738,202.66998877551515,27902.199081060775,1.5096690948735563,17.0,919.2537760236064,19775933.653974865,1571.455999976729,447.0
448,16357.818780678344,969.2406365681813,29.629108427593085,176.8839311137908,23409.11266517816,1.4277198995976474,17.0,942.558040661558,20752745.994465027,1574.575999976655,448.0
449,16167.12817933548,893.2614580277659,32.319669441021986,222.0588355552041,26841.849986931025,1.8280267941352204,17.0,867.2365923844737,17680085.185136124,1577.4839999765863,449.0
454,15849.272667231126,823.304671525729,31.548263962850854,201.5113655186707,19705.612732834466,2.1170860119047914,17.0,793.29549870641,14901739.365074806,1589.9399999762918,454.0
455,16095.034289791876,896.8088241363816,29.769860692617417,170.95776481763585,18703.443211167785,1.6851126369282379,17.0,866.8869437911437,17666392.16882521,1593.39599997621,455.0
456,16198.668772906864,886.6563855480645,31.68575680975862,216.6082612986149,25875.871562221815,1.8195826366701957,17.0,860.4114317654029,17413749.818883188,1596.6219999761338,456.0
457,15796.431820341402,829.1207233735942,34.83313907040119,210.8814082887874,19452.41631114141,2.314619983440138,17.0,797.3833637874687,15049182.725291224,1599.2839999760708,457.0
458,15769.327935821646,897.33108954499,66.427687941537,355.36411640854504,27073.783079268997,3.816633011376579,17.0,860.1808721648391,17404787.870232757,1602.495999975995,458.0
459,15633.771793698696,940.4884614478582,56.987021705942524,300.5146921064023,26965.547720178878,2.9632494814607626,17.0,906.0102585989342,19231260.163032316,1605.5639999759223,459.0
461,16654.656960809996,885.3531355119818,27.436602731474945,147.12953743226439,15161.052690974704,1.6003537660167975,17.0,853.4479148730402,17144086.08526808,1612.889999975749,461.0
463,17595.063482769678,912.7759737847019,43.058131109066146,208.34259354690735,18493.91765003482,2.3857259697337594,17.0,876.5871563541389,18048230.037866138,1620.3119999755736,463.0
464,17740.87747565612,981.0795290524884,27.829887501390445,143.32465836530903,17584.715628455662,1.3175302895060887,17.0,951.2429302896768,21122768.655150402,1623.6679999754942,464.0
469,14549.400449251132,880.8990043613713,43.2299752607488,226.19733245414403,19718.433676064527,2.5656319645062777,18.0,845.781992856214,16849640.111600284,1644.5999999749993,469.0
470,15777.887443338335,915.7410047700528,29.779427739894683,195.90172855169936,24808.454471676505,1.6033625961349627,18.0,889.7561925528182,18573108.67278583,1649.0339999748944,470.0
471,16755.834515830767,959.6565242044568,30.25066510498699,152.11927828498202,17132.568518725482,1.5015937148798921,18.0,928.1415113539999,20145705.729333483,1653.1479999747971,471.0
472,16941.611319225296,968.3481373660928,25.94281702154912,141.99089341999647,18134.01328576312,1.2567029315809053,18.0,939.9805197055488,20643555.743849196,1656.533999974717,472.0
473,16714.645725602924,955.1075150162569,56.735579347114566,214.9149066542087,15896.069203540455,2.923476568393249,18.0,910.3006934253084,19406886.978504706,1659.4659999746477,473.0
474,16545.84813826597,989.9824682909866,30.688422314117567,177.5945044393059,23718.131637054954,1.418851291778451,18.0,963.0045579588145,21629061.827650268,1662.3799999745788,474.0
475,16225.575115953076,833.850383964467,40.266629473315405,241.63507243232357,21267.90188819503,2.6511984821726196,18.0,801.2162885851947,15188085.593771717,1665.1779999745127,475.0
480,16103.783801101394,815.5702149875106,32.239505260969544,206.00063129225526,19620.076647414036,2.2065630102985727,18.0,785.1680089535747,14610734.02866804,1677.7819999742146,480.0
481,16339.881258669031,983.8397298273884,31.72964073876368,175.9089697422978,22229.560666029087,1.4892686006673506,18.0,955.5043916010943,21305519.18206389,1681.1579999741348,481.0
482,15951.131334400514,880.8441625365105,30.66264041733432,189.01756130499498,20866.90746137237,1.7939859436669245,18.0,852.0942191802717,17091906.726236433,1683.89799997407,482.0
483,15530.09984375882,890.5942703873566,37.65640091191323,228.69695776185569,23843.208026157026,2.1606323151105964,18.0,860.788639148455,17428416.9724573,1686.6579999740047,483.0
484,15435.009211245813,901.5285652220178,48.666982238896125,247.64978827937847,21245.611115210482,2.762451191854289,18.0,865.6327469302129,17617318.409969274,1689.6179999739347,484.0
485,15465.2198175616,929.8783909963408,64.50879698893131,345.4584283400437,28794.142031463907,3.4387926902966917,18.0,894.3791830231198,18759141.012180537,1692.7459999738608,485.0
487,16723.336672286714,947.2603528374622,29.363989069771666,151.3927184582591,17069.80977523672,1.4945214425657452,18.0,916.1536163955714,19647753.610922128,1700.4559999736784,487.0
488,16500.44163097305,850.3207183858987,31.339290651985607,167.48982027995882,15281.561851683471,1.990686997301953,18.0,816.3564727813695,15742952.405104786,1703.2739999736118,488.0
490,17960.449276531253,965.1228300260426,25.88420252672213,157.3444933351699,21732.43360626405,1.2557705862398312,18.0,939.2392420917932,20612206.40963371,1711.1679999734251,490.0
495,14402.672625173142,940.3573690955545,39.161273225923345,205.62388939589542,21293.39413897359,2.026924981694666,19.0,908.1935790457436,19320534.09948181,1731.8039999729372,495.0
496,15473.545457718947,884.8016313839918,24.08689620716218,176.83325016318668,24189.496814934166,1.3809800077154595,19.0,861.1349008045332,17441886.24932296,1736.0719999728362,496.0
497,16770.475351374404,1091.64566463252,58.138655875037955,268.95779708877154,29943.42761367774,2.239095849751958,19.0,1058.5978306190684,25965237.656743646,1740.4859999727319,497.0
498,17119.83691497916,982.685328050224,27.433130050746243,154.2330355079373,20456.626687393724,1.2883452346115014,19.0,955.2201806173293,21293306.57168043,1744.0799999726469,498.0
499,16694.515470520902,1019.0748113733804,45.50658428162474,275.07239062477737,34977.44597822766,1.9868672300093517,19.0,992.0225026207187,22903686.56460782,1746.8519999725813,499.0
501,16174.510798889572,814.2133775320414,40.621482202723726,266.7950927782511,23688.80001166321,2.793942367817701,19.0,783.1557973144642,14539126.74456934,1751.6779999724672,501.0
502,15499.255156518579,945.113530497994,62.687386997943214,264.83237332625015,19939.8433907814,3.2801729257634666,19.0,903.0611606223863,19111000.67486613,1754.2939999724053,502.0
503,15652.725549026529,874.9705688114992,32.71852633193399,188.44844530529133,19099.28400550912,1.949988385466837,19.0,843.92857648107,16778831.38986031,1757.7159999723244,503.0
504,15900.82698832827,952.4902378379827,29.53742448880612,152.67185371918416,17419.461681137072,1.4862729709702391,19.0,921.6064748618545,19873485.601722334,1761.1679999722428,504.0
505,15309.97823407566,954.5882156326945,56.503291369788684,284.4591451108205,25661.13823765334,2.856330203374505,19.0,919.3949004808456,19781778.487317387,1763.6879999721832,505.0
506,15860.639035297605,822.0207623886189,35.99773771328186,180.68292689584925,14029.57019289123,2.470638050861384,19.0,784.0301158677814,14570219.09815212,1767.4939999720932,506.0
507,16743.130682619063,949.5889996320285,27.929922283471278,167.24787709179583,21638.599627257685,1.402345821472423,19.0,922.6437909548088,19916572.542816624,1771.647999971995,507.0
512,16768.87458117419,877.9468930918148,29.655493744442463,197.6962843013343,23232.07109346514,1.7387548389530207,19.0,851.1508986551058,17055592.35843698,1784.333999971695,512.0
513,17109.026297872962,955.3059953538619,24.22923910513174,139.12741157630808,18272.07612479782,1.2030655562249022,19.0,927.9950204408646,20139583.399894383,1787.8719999716113,513.0
514,17567.382975092376,991.6480261130066,28.302828796643016,157.1183872530562,20845.513001951935,1.3059194649830483,19.0,964.0123628747394,21672721.446885247,1791.399999971528,514.0
515,17896.565960374402,1024.7755743983482,26.773621127765274,145.6563523666865,20619.36218293354,1.1560508451481284,19.0,997.7498585318622,23159553.26717026,1794.905999971445,515.0
516,18002.156124158606,880.4932243418493,28.13698530511603,166.47927904963004,18243.17715297908,1.650139047600865,19.0,851.0388496270426,17051281.433540016,1798.2239999713665,516.0
517,18002.156124158606,1146.645129679953,106.5055148448477,327.6484595409517,23838.4277526755,3.8319244075384877,19.0,1096.5138827341684,27794263.017120324,1800.6499999713092,517.0
522,14858.863368965005,962.9145206866174,65.64689045573523,424.39558200802577,41583.54714663691,3.2252387868993417,20.0,933.1151167783692,20354117.87877151,1822.3419999707962,522.0
523,16112.452906006489,856.2542714263066,60.49310438655023,370.15124041807195,28960.145595849564,3.7923307935824675,20.0,821.9764012949299,15951431.370100696,1826.8699999706892,523.0
524,17136.509674750625,938.4918958662748,25.737212840671308,149.2576795063024,18779.9077365564,1.3249951303104073,20.0,910.7270483118551,19424382.967084445,1831.0019999705914,524.0
529,16540.097400314986,995.5169393832473,29.989543099563264,174.80572771114348,23901.640941466365,1.3701810654333282,20.0,968.9505625287067,21887284.721803457,1843.0839999703057,529.0
530,15973.169625179224,953.4346381251822,53.485083732010764,232.71658574577881,19389.12079954299,2.73430706614491,20.0,914.043498533341,19560745.16803235,1845.737999970243,530.0
531,15935.335393830313,824.9875578991729,23.947378625281917,156.22356674437955,16912.55906516208,1.593638415788557,20.0,796.7657006624115,15026858.281043874,1848.8719999701689,531.0
532,16642.691362424517,868.2127274944463,30.821976553383205,218.53822672406892,25918.77549883417,1.8435721361708302,20.0,842.3494079101256,16718617.052545408,1852.6419999700797,532.0
533,17115.8825244353,954.7276412187514,29.481835493308186,164.20740959153665,19994.407241192133,1.4701735870137678,20.0,925.9281871032649,20053302.38124602,1856.2159999699952,533.0
539,17208.78504562005,966.1398305561778,27.292910446327518,170.637626241567,23798.91860609841,1.3200440702424128,20.0,940.741359324006,20675757.015684675,1871.3819999696366,539.0
540,17617.90519068941,1024.6320689049212,26.885870164804075,143.4582190295171,19965.399175569517,1.162336245848989,20.0,997.1097949739349,23130888.55382481,1874.955999969552,540.0
541,17230.508572107214,945.6863050233538,54.189508378078216,355.8951127861125,37633.97753299269,2.7518435063495112,20.0,917.2267039448374,19692074.877456937,1877.6879999694875,541.0
542,17446.975896501604,971.9112611269437,35.87674728698775,256.27673006998236,36310.799231466146,1.7085327908121792,20.0,948.3363594547512,20998571.101426244,1881.1579999694054,542.0
543,17606.46606462637,999.7328844232184,29.529407122488028,157.0348679235571,20244.602314725198,1.3434353637906666,20.0,971.0888621874998,21980519.43427126,1884.477999969327,543.0
547,14200.43436996764,932.6524622579843,67.69822081711973,291.7193575047688,20935.73377491386,3.6430095826302598,21.0,890.003762287558,18583047.692189023,1902.95799996889,547.0
548,14539.707782012567,957.9394238113397,63.92756439009579,427.7231033759423,42812.56853984058,3.1678915197684243,21.0,928.9580011580725,20179846.43450447,1906.5139999688058,548.0
549,15637.85054290559,1002.6116684124938,53.55203393032925,357.0571830223124,43149.957709299386,2.4118474663487106,21.0,976.1900715855197,22203739.94521367,1910.8779999687026,549.0
550,17025.399272370156,948.3422780623796,27.282919973828278,158.9387127143873,20196.781119036306,1.3752125657457832,21.0,920.7767949368722,19839056.63269783,1915.5899999685912,550.0
557,16596.839049961087,954.4092511645918,164.711909011786,511.6410748686152,19444.149261468156,8.952764986942768,21.0,885.3806153605979,18397881.4647778,1932.6499999681878,557.0
558,16839.23533281657,873.545582423308,32.0863629973881,193.58222066497507,20378.508912441303,1.9129349810196155,21.0,843.7854192723393,16773368.314006006,1935.9759999681091,558.0
559,17205.685861088157,908.2951003351174,26.94203558809183,180.84400185031694,23580.458072497375,1.4721898578846506,21.0,882.9437937502838,18300652.897313196,1939.495999968026,559.0
566,17444.761158195375,941.7763007059957,28.025288620983975,205.56235306952323,30425.166386878554,1.4178535264240486,21.0,919.0138074896813,19765997.05024977,1957.2619999676058,566.0
569,17196.351758120018,986.3469296867771,30.164691988742653,178.3830494057112,24160.578470336728,1.4034970337532628,21.0,959.8462479262326,21492522.7936361,1964.7539999674286,569.0
570,17124.463770694514,920.4467068670207,36.58784992446076,225.58711395466793,25699.066903131617,1.9597942730404176,21.0,892.147710695135,18669229.94304831,1968.0139999673515,570.0
571,17219.274030764096,881.3738398485283,47.20637719798361,318.5517173455508,31696.27127070932,2.75982590239741,21.0,852.429908996685,17104838.807758234,1971.245999967275,571.0
572,17226.963515346382,973.178012895094,28.790918672179927,187.37090580375042,26916.55881321302,1.370218711644871,21.0,948.6490460207044,21011914.687413692,1974.3219999672024,572.0
573,14707.158289756311,826.694985452555,45.23030837757643,273.8718146582899,22734.305008628566,3.0356291319336144,22.0,793.2419757403609,14899813.650413198,1986.559999966913,573.0
574,14368.046481537349,954.394022488733,59.759850057502554,407.93889394173686,42541.81653588379,2.977845275655065,22.0,926.2842068153224,20068151.473839287,1989.3319999668474,574.0
575,15044.499526340576,964.7381015295839,63.08420188299377,443.8880211655592,46513.7322101164,3.0738874650892205,22.0,937.1176371696939,20522612.684899554,1993.243999966755,575.0
581,16055.336199559591,933.0230962541215,52.84078779973756,333.3330147651103,33945.27080711853,2.762755854634323,22.0,903.4323262470606,19126115.5816939,2010.9759999663356,581.0
583,15520.568126866989,959.7412217139492,62.843024600958046,280.3639391776204,22585.560681230312,3.1716007576304297,22.0,920.1795745911941,19814292.34110456,2015.947999966218,583.0
584,17229.346378185895,891.7842632380871,30.124925064945376,196.42239911918313,23325.003577589483,1.713008177340392,22.0,864.8308734750188,17585978.551320862,2020.9279999661003,584.0
585,17292.755346675407,948.400990770892,26.675786760576425,136.878466225998,15776.525387275602,1.3536959502215862,22.0,917.5610026829305,19705892.417133898,2024.157999966024,585.0
586,17260.001973640297,927.5291693472782,31.305475276511114,175.80114453510953,19964.374602328626,1.65649643230116,22.0,897.8300508547231,18898607.124086827,2027.2759999659502,586.0
587,16856.61718858102,965.1872493932399,30.01521826956943,158.50929976699234,18828.68473063349,1.4681974108772669,22.0,935.2424074906809,20443584.798065376,2030.0799999658839,587.0
588,16495.420014096733,914.9323118522849,32.798835880051385,192.03474695790234,21585.86130792411,1.781525974689676,22.0,885.6971308456623,18410529.14525404,2032.9359999658163,588.0
590,16495.420014096733,1000.7035350090604,111.62286520022354,407.76201052544826,23868.924399431446,5.304106305320345,22.0,949.4148668141179,21044613.130822614,2037.8499999657001,590.0
592,17326.436992533265,1078.847250626783,69.97635345847519,260.60204072732984,22735.80287098582,2.8032933463046703,22.0,1037.238778427176,24962194.395644944,2044.955999965532,592.0
595,16851.281295656627,971.6068751716109,62.48395384977518,398.4214266972427,40624.59692763545,3.013123683453327,22.0,942.1930855150976,20737268.168880016,2052.439999965355,595.0
596,16326.468315813858,945.3029893034072,59.17740159371215,389.05933006121523,39252.940319325055,3.0117360423235158,22.0,916.1822019959797,19648933.6256897,2054.9519999652957,596.0
